3ef90161 409e2fae 41064d99 
3f23f8fd 40dc3c86 c0e1d73c 
3f0df03d 40d8f972 c101c1e3 
3f7f192c 40e5f222 c10558f6 
3f968a96 4100e700 c0fa7d84 
3faa8680 4115c5c6 c0d708d1 
3fe40b4f 41235549 c0a95a12 
4010a8c0 4129f35a c067322f 
40358fc8 412cab3f c010fc23 
40594927 41249690 bfb8c7d2 
406aa02d 411bbc74 bf5ff1a4 
404763e2 410e5080 bf9bcf76 
4041783d 41081526 bff08e46 
4025c883 40ec162f bfbd1772 
4026fb13 40ad564f befe8605 
3ff48a84 40062b43 3eff0f5c 
be905076 bfe82eca 3fc545e1 
c042e335 c0924739 3fd21753 
c0e5dc0f c0804212 3f6cdb9c 
c119660b 3eccefe1 404228d1 
c0cf7fec 40c6f7f9 40bc8ba7 
3f82ac1a 412400f6 40b20943 
40f0fa2f 41379d3a 3ff8e3f3 
4119d01d 41434104 c018b4da 
4113def3 415cbc0d c0aca968 
410b678e 4178eb4f c0bf817a 
410d79e8 41849da7 c08b38f5 
41197114 41892f30 bf8fc237 
411e97e9 418a79f8 4043b61f 
410a5fe9 417aef8f 40e6e006 
40fe4c63 41475b4c 40ff8167 
410d7500 411de61b 409b5c31 
41178420 412a5128 3f7d4c1a 
41057219 4160d2a8 bf85a948 
40f8b073 41818b51 c0289e74 
40f247ba 41807233 c05b5ae4 
40f32473 415ee207 c03dd931 
410744b0 413489fa c00fa4c9 
4105f067 4110e39c c0259776 
40bbffdc 40f29634 c0637d11 
401b4137 40e2d9f9 c0a1b3bf 
3daac15c 40f403a1 c0b814ca 
3f51d78f 410c1474 c0b0d091 
404f48be 4112b1e8 c0a2e515 
40abb2ee 411b7cb0 c0650a5f 
40c6a0e9 412b5172 bf5b5871 
40cb74f8 4138517d 40164d46 
40cca9fc 4140938b 40b1cab9 
40d6fb54 4137a97e 40fbbc58 
40cc3b9f 4120a696 41075367 
40b3b7ac 410c9abb 40f56604 
40a4bbf7 410133a4 40d9efec 
40919918 40f1179d 40af4343 
40941f54 40dcf476 407dc92d 
40996a56 40cf1404 40306aca 
40979374 40c61036 3f9be314 
40914964 40dbb6dc bff25189 
4085a0b2 410cac83 c0a2aa39 
409037ef 41307188 c0c213f9 
40bf98c6 413bc1ef c0a8bbe2 
4103efd4 413435fa c0981b92 
4110af7f 4129fd29 c04e2c41 
41000a47 412199ff bfc28877 
40cdf64c 41170a1d be42f948 
40ca3d80 411a6f87 3fd4a3b1 
40dc9122 4124a060 404df3d8 
40f8ea15 412633cf 405997a2 
4102f6e7 411ab395 4065b124 
410529c0 410a5f4c 407a4790 
40f9ff37 40eedfdc 408db7d5 
40df7ab2 40d31dbe 4088f27d 
40c6b0da 40b09f84 40561aec 
4099458c 408c2813 4023b6c6 
40709cfd 40718ae2 400914d3 
404c1cf7 407f0801 3eb3a548 
401ee79e 40a94c94 c01b4fee 
4028526d 40d99a16 c07a9397 
40863513 40f55ea8 c0443a8f 
40cb5516 40fb4dfb bfec3ea6 
40f6862f 40f4c560 bf0a079f 
40ef2970 40eb680e 3f863c6e 
40c7bea0 40ef0d3c 3fee9edf 
40ae77b4 41012c49 40135018 
409aa094 410a6f3d 40519f27 
40957574 41093cad 40889de0 
40b39b78 4102dd26 40b201e7 
40cf501a 40ed8c31 40cee2f7 
40f24a2d 40c8d014 40d6fa1a 
4115c17b 40b0f55b 40dc5b2e 
4127eb6c 409ba972 40cda55d 
411e1ad5 409181cc 40c239fc 
41108707 40a08269 40ca7e7e 
410cb16a 40b8958b 40c3d73b 
4104f779 40e584ff 408139c6 
4104a8fe 410b34aa 400bf97a 
4108d161 41187650 3fb81256 
4119e0ab 411bd1ea 3f22d2b1 
41335bb4 411cdb65 bd37530a 
4147bb8f 411b4271 3d9de133 
41472b7a 41152db8 3f71e0b8 
41420a29 410cdf66 3fa266c8 
4140f5a4 410b66f1 3faf10fc 
41418aa2 410da7e4 3ffb7051 
413a6822 41118092 4022e64f 
412c2a7e 41144247 404ac0b6 
4119151c 41113be6 40827c47 
4106f287 410b043a 40a199ff 
40ee9028 41007282 40b8a1ce 
40dd506e 40d75885 40cce264 
40d068e9 40983cad 40cd5e3e 
40c75efa 401d8dd1 40bfc13d 
40b350ab 3f340761 40b27a13 
408d4978 be643c5c 409f54c1 
403f68f3 bf26fffb 4081934a 
3fb71346 bf10f73b 404389fa 
3f0f0cbb bddbce29 40050c52 
3f51c3f1 3f3ad98f 3e3a8b14 
40095496 40366c81 bf9c629c 
408981f5 40af2abc bfde297a 
40d1db3d 41007f62 c00ff5b8 
41033a58 4120cfaa c00de186 
411bdbb9 413c038a bff6b4c8 
412c3a6f 415dbecb be050c52 
4128aab7 416ac0ac 403d5736 
411f897c 415798e6 408ed6c6 
4116f4a8 41388460 4085a460 
41117baa 41278ed7 4048f88c 
4114653a 412d496f 3fdcd708 
410ee9c8 4136bf47 3f3a63d7 
40f5fb9e 412fdc8b 3f248c24 
40d780fd 412585af 3fcaa82f 
40afe520 4115a05f 4032b9d7 
4092b944 41008a6b 408420e1 
408435ba 40ce24e5 40a6e019 
40645eb2 408d4bec 40bbbede 
40384363 4001ef42 40b5575f 
3feacec6 bdf5dcf6 40a314e8 
3e96fb66 bfa162d1 40859f78 
bf3dfdfb bfa48c24 402b96ba 
bf560ea9 3d14fd48 40141933 
3c8bcae1 4005d56d 404eb598 
4017a713 407e1534 40600f12 
40a28a57 40b2f99b 4011db50 
40c7c4c2 4100f6f1 bf4c0e40 
40c06803 4138e717 c0860dd5 
40d6548e 41653c08 c0bf82b4 
4117d8bd 417a2711 c0e92b66 
41441f94 4173ecf1 c106d0ce 
415153bd 415fde05 c10e3623 
4140a863 415ac7be c0ea7408 
412091bd 4159a037 c08602cc 
410be405 4137ff54 bfb68508 
41012a72 4114a1ed bf4d482c 
40fd1277 4114b007 c0010645 
41039f83 4136d5f6 c077a794 
41054a3f 4162049b c0a3d434 
410a526c 417e7614 c0b085c4 
410c539b 4183b4aa c09daa05 
4108f9d8 417db62c c07b0468 
4101f69d 4166a48d c04e3610 
40df0c55 414bc373 bfe5ec00 
40a41b53 41323fd4 bf8a0c86 
40805824 411478d8 bf49f2b3 
401619c5 40c8d636 bf57a0df 
3f30ecc5 402b4358 bec67fcd 
beba7776 bf60d345 be84f8b3 
c03444b1 c08e4266 bece510a 
c0c31e11 c0d0109f bf5cf476 
c110b155 c0ce374a bf9cac2f 
c136ac45 c05779a1 be196f3d 
c1165404 3fe58ece 401eb905 
c08336ab 40c4c172 404bbadd 
400a4c4a 41107405 3d94aecd 
40e485ef 413fc4eb c0629414 
412164a8 417328be c0dd8ef8 
411d15a4 4192c624 c1149b2e 
410c75f1 419c7c5c c1272c20 
41156c41 419ceeb6 c13414de 
4122f5a3 419cf43a c11af66a 
411eab88 419cf43a c07b1cee 
41043968 41964e80 408d9cdb 
40cbc373 4164c8c4 4120577e 
4086ee3c 41078bcf 40f206bc 
4041c92c 410cf43f 406610ca 
40044a93 4146da8b 3f1ada36 
404f7c3f 41716618 bfcea954 
40843968 41825332 c0908dc6 
40a84b11 418422b8 c0ac0dac 
40d9ac7b 417e8fd4 c093b4a5 
40e75d1a 4173d9ef c06af604 
40e72378 416af4ca c027c42e 
40e15407 4159bda5 bfa8aab7 
40d13826 413f5865 beb5a366 
40ac002f 4119eec5 3e912848 
407b244a 40bf7189 3f62480d 
3ff58e7b 3ff2e4af 3fa78952 
bf91b19f c0106688 3fbade77 
c080632e c09fda6a 40354634 
c0d9a3e5 c0a29079 4085d085 
c0f59abe bfb3d16d 4085571f 
c082e0d4 40a13ccd 40720cdd 
40602a0c 41212b05 4039fcd6 
411f92ae 41473ace bed946b3 
4151cd23 415fbec0 c098f5d7 
414ab0c5 417f21c1 c10973db 
41336a6c 418da9bb c136da41 
412a7f24 4190456c c1512176 
412d6ed5 418de66e c152b931 
4139a218 418ebf2b c112b6d0 
412f8130 4183671a c008247a 
410a1e4e 415490af 40a82c69 
40d88146 410ba6b5 410e3586 
40d79d31 4072f366 40d8e981 
40eeee94 40083f74 3fec6fb3 
41059335 4094a4fd c027e19c 
410d8e24 40c3802b c0d10ac7 
413293d4 40ae2f5b c113a862 
41339dec 40ac6249 c152324d 
40e11b9e 40c6e0ac c1822ff1 
408b8770 40f538a4 c15afbdc 
40a26a75 411c4efd c12bd5e1 
40cd7f5a 41304cbf c122f817 
40deec73 41377115 c11e5478 
40ddbecb 41373b21 c1261aac 
40d6c1b1 4136d9a4 c12ea9fb 
40e51080 412fe483 c12bbd5b 
40de86ac 411d4614 c11de4e1 
40c26000 410a4629 c10ba88c 
40a408ee 40ec3c33 c0f46346 
408071e5 40c3ec14 c0df175e 
403dfdfb 409eeefa c0d2c08c 
400114fc 4084bc9d c0cafa58 
3fc3b893 405285b0 c0c77299 
3f7720b1 4011010a c0bfe393 
3e05f7c3 3fa86124 c0c97bc1 
be7a0071 3ec2d20a c0c9d545 
bea6c51f bf80f78e c0c212bf 
bf62aa26 c028cf81 c0c6c5b2 
bfe8a483 c089d7cc c0da1ad7 
c00227aa c0b9b0cf c103b3be 
c002ce6f c0d86786 c112d925 
c05d541c c0cfe206 c1119608 
c057bbd9 c0ae05aa c10c3e26 
c0218a0e c09c9d78 c104e825 
bf2f77fd c086500d c0f5ff4c 
40315b22 c04b3dca c0f6f5c5 
40b13eee bf9be7fc c118df28 
40da61f7 3fe21be8 c12e5fcb 
41105076 40ac9977 c13052e0 
4140ef83 411181cc c1239b2f 
41697633 41437a09 c10258b7 
417614c1 415de120 c0a458a3 
417f1fea 416d89bd c04e2eb4 
4184b05a 41721af8 3dede47b 
417ab550 4167254f 403e6ecc 
415ca9a9 4155ed8d 40902e20 
413f7360 41361089 408e3275 
411650f4 410cdec9 402d2b64 
40c29868 40cef55c bd91ec7b 
40509b30 40938ea2 c05930a1 
3fb0063c 40415fb6 c0c21c8e 
3e85472e 3fb2ab20 c1080aba 
beee4694 bdd027ec c13e789b 
bfcfa864 bf820a3c c15a2fb0 
c03b4cd4 bfc6ebb6 c14ac153 
c099af01 c02cdce9 c13ca390 
c0c289b1 c0a0041c c1452f32 
c0bcd18c c0b4df33 c14ef5f8 
c09b64c7 c07c3210 c1619157 
c068f08a bf3b4f48 c16ec30b 
c00c36ca 402094ce c1721c31 
bf0f6505 40b09f84 c16738ed 
3fa0c5db 41040a32 c148ffe7 
40441d21 4124eeda c11b29eb 
408d65ac 4139ea71 c0c9b7d7 
40b3c3f0 41437832 c02182b3 
40d5b799 413ec679 3f5915a6 
40d47652 412d5bd4 40511844 
40b923ca 41170f05 409a2d4f 
4095b3fe 41045e31 40c025cb 
40627e01 40dc27ad 40bf5dea 
403a79ea 40a73d4b 40a3d1c0 
401b836f 4062bb51 4091dc8a 
3fbedab4 400b418a 4099656e 
3f103cd7 3fac6731 40b298bb 
3e83490f 3f7815f1 40d7475b 
3f2e82bd 3f979374 40f2c25a 
3fc279c0 3fea5426 4105f23e 
40304118 40323a4f 4114bf5b 
408fd362 406e1314 41244ed4 
40c5ba60 4098f5d7 412dcca4 
40ea8c8f 40b6f986 412ffda7 
40f595d6 40cfb4a7 4127d4bc 
40eadb0a 40e4bf92 411b8d3e 
4102348a 413010a8 c0ed3a08 
40ace92c 41199541 412e866b 
40b57120 411455e6 4031b36c 
409f08ba 4118ac44 406d8ea4 
40a22490 410bf706 4084a7c4 
409192f7 40f09cfd 40553bbf 
4089337b 40e9f0d3 40566bdb 
40816103 40d9a51f 40774cd6 
4054c606 40a4e46e 409e45c1 
40388cf6 4080d672 409d3586 
402c474f 406fb401 40be63c2 
4034932c 40657160 40eff8ac 
4039673c 40565ab0 410c0e53 
4049f527 406355d3 41275a1c 
405c01aa 406948d4 414119d1 
40808931 40642b31 414c425e 
408e002e 4066a3f0 4151dbda 
408efe04 4070f060 41522af2 
40874f1c 4085d56d 414b5d0f 
407dbf5e 409a845f 413c5650 
4031c97f 4120e6f7 c119250d 
3fcb677b 410944a5 412fcd37 
4081ea5a 4104ade6 3ff93c3d 
40a3a0b3 4121a5a5 40b6fd34 
40916324 4118dd51 40cd8094 
4088bb4e 4114109d 40cf938b 
406542c7 410ee444 40c31f4b 
402eb63e 41065c50 40bee832 
400b83c2 40fcfb2b 40c3b3ac 
3fcdd66a 40f227d8 40b7af02 
3fcfe828 40e56c78 40c2067c 
40064d99 40d14e38 40dcbc0d 
40260abb 40c10632 40f3e9e0 
4041eb81 40b46f9c 41090c3d 
407174cf 40abea1d 4118f49d 
4069e0e2 4096ede9 40e796bc 
407c4d0a 40ae654f 4112572a 
408e8712 409d6072 40f3c02f 
4097f0a6 40a4c0de 40ffb274 
40a0ae8e 40c867d9 410162da 
4092d1ca 40da0873 40eaf256 
407e3ee6 40e542c7 40bc298d 
405166bf 40f27519 408c1bd0 
404525ff 40fee81f 40431e11 
4052aa7a 4104528b 4026f144 
4072fd36 4107a93d 4045bb9a 
40801379 41088420 4068a483 
407d04fa 4107d739 40859335 
4078271c 4104fe38 409d7063 
406e8171 41006778 40aa6a4c 
406d2eff 40f9798d 40b8bcc9 
4072d5f8 40f0b7f8 40e10bad 
405be43c 40e28cb8 4105ef2d 
405941cc 40d1a19b 4111ea07 
4062c521 40bc7bb6 411bcd02 
406ccf59 40a308a5 4123eb80 
406a51b3 40896487 412d9887 
406b7318 405e9f32 413abe95 
4061cd6d 402c2c54 4143a00d 
40521eaf 40038b47 4146d32f 
4044d029 3fc55e68 41491c1b 
40402d26 3fa35238 4144fc4e 
4038c076 3f9619c5 413c601f 
402df20b 3f9a7334 413182fc 
40278bc6 3fbf37e6 41262bd7 
401f114f 3ff68d8a 411bec47 
4029206f 40283ece 41138746 
40222bec 406ef4b5 410b7d03 
3ff886c1 409be7fc 41031144 
3fb18ea3 40b82868 40f622db 
3fa4fcf4 40c93715 40e4489f 
3fa0bc0c 40d45188 40d2c922 
3f6d33e6 40d69f5c 40cffe3a 
3ecf9e94 40cd758b 40d36ead 
bd91ec7b 40bbf399 40dc0557 
bf0e34e9 409ffdfa 40e94a0e 
bfaa3ced 4072c741 410037a6 
c002ce6f 4016bba3 410a05c8 
c030c7fc 3f351040 4117da94 
c04f8fdd bf9d8dd1 41237bea 
c00f5b36 c022c3fa 411c8ec1 
bf54108a c03ce3f1 411748a7 
3cdb7fae c0308350 41216c03 
3f86811a bfd3251a 412aef58 
3ffcea00 3e780252 4130a9f0 
402e62dc 40109795 412e9c7e 
4056d2dc 407ea373 41221713 
4082cd35 40a9ff9d 410973db 
408f3b54 40d546c8 40c6f7f9 
4082cbfc 4103f248 405b1639 
40458d01 411d4cd3 3d2d83ae 
3fb00b24 4136f8e9 c09b9bf5 
3fab992e 414e6f15 c1210b23 
40905cb9 415e7758 c163d2e7 
40de1e70 4162f0a9 c18673eb 
40f549cf 4163fdd2 c18bf30a 
40f8bb7c 41726dbd c177ca87 
40e9e83d 417b5adb c12b4f9b 
40d105df 416dc04e c04f2668 
40ab6d09 4141bf5c 404eda61 
4073d020 41029c29 40a9cae2 
401c4c8a 40af7937 408de3fa 
3ffd55e9 40b52653 400bcfc9 
401baf94 410195be be861f00 
408300b6 412e34e0 c0306d3d 
40c4d163 414e2cde c0926d3c 
40f1a98a 415e8a59 c0af6599 
4105f689 415f3b8b c0a36711 
410b1913 414a3b0c c08a017d 
40eb2984 41270fec c0327044 
40b43ae2 410e90e1 bf65d861 
409e5478 40ff62bf 3f828eac 
409f2140 40d31a10 4007a766 
4098665f 40834428 40261be6 
408ae0ab 3fc90743 403a5a08 
4074f3f9 be2402cd 405b9f90 
4063337d bee7398a 407a73b5 
40175ff4 3ffbab2d 403ffc1a 
be1ef3e1 40c71567 3ef617d2 
3f18e5e6 411ec2d4 bf5fe7d4 
408477f2 412d66dd c030b1e9 
40f40c36 411cd5e1 c102987b 
41371aa2 4112b80a c16160e7 
414b7a7d 4111270e c1801bc0 
413f5f24 410ea8ca c171d8c0 
41333a99 411d5fd5 c13702b8 
4119cc6f 4126bab2 c0ba4c8b 
40c96d0a 411fc1e4 3e804be1 
408123b3 40e99afc 4054ead0 
40e0d345 408dae06 be926233 
413aa572 40c60a14 c0918e0f 
41640b4f 413bc500 c0e1e37f 
4184bc9d 41785f84 c10463b6 
418a651f 4188e94a c0d8b4c7 
417d1277 418396ed c065517e 
4145b43e 414f2181 bf8eb958 
40f44364 41127b57 3f4450a1 
4061e10c 40d972d8 403d460b 
3e3b00cd 407fcea8 404e6e78 
bec45a71 3f568461 4053a4a1 
3e76a129 bfc80833 407d7357 
3f1718d4 bf8555e5 40b4bf51 
3f997df4 3fc7d23f 40cc6de6 
40589137 4082416b 40b17890 
40b095b5 40d2ecb1 40732e43 
40e30eb4 4104b2ce 400ae1e4 
40e875ea 4117bab2 befa140f 
40c0cdca 412c7d43 c067285f 
40925fbf 413c090f c0c94e62 
401c84f2 41410632 c110e921 
3f07b136 413ea9a8 c1390db7 
beac2285 413769ba c153179c 
bcfa27ae 41274fb0 c1604bc5 
3f7b619a 41129517 c1590d11 
3fb6ec09 40fbdfe7 c138620b 
3f561878 40c8f26a c111e793 
bbfa27ae 4094bb10 c0ba22d9 
bee7fdbd 4047e0f6 c0268f2a 
bf0a8726 4011db50 bf909ef1 
bf1fd583 3ff13024 bfd35ff6 
3df2cc29 40098cff c04cf73d 
3fc2aacd 404c01fd c0983b74 
403c7321 4092db99 c0b8f7a5 
4091581b 40ccd139 c0b4ea3c 
40cb8275 41017850 c089e061 
4100f16c 41115ed9 c03f1591 
41135639 411784bd bf9df4d2 
41157300 410e2c54 3f7c9b85 
410e78f8 41000fcb 40560266 
40f48328 40ed58b0 40b3ab69 
40d24726 40f6e982 40ce18a2 
40c4bdc4 40ff16b8 40c4a190 
40b68d9d 40f72cf4 40a46620 
40990f98 40e5729a 4087aec2 
4078b55a 40f6975a 4089cb89 
40778056 4120dab4 4096d07b 
4082eaa4 41503606 4080e3ef 
4087dae7 41737d5a 3ff7aeef 
40a3fa37 41810cb5 bf8830bd 
40c00d44 417cf332 c0886cd4 
40c0e9fe 416c60fc c0e053bd 
40bd54c2 4155359d c11b2155 
40d6b1c0 4143facb c13d3c3c 
40ed43d7 41311403 c1424158 
40c363f7 410d5037 c129e5dc 
4092ecc4 40bbed77 c1078821 
4015494f 403af216 c10cdb1c 
3f9e4d1c 3f549012 c1286124 
3fcffbc6 beefe29a c12adeca 
4029678f bfab858f c11b228f 
4058bfd0 bfa671bc c106dee8 
40742383 bf269de1 c0f2e997 
406ecfec bd963733 c0dfc92c 
40684269 3f72d5f8 c0cce74c 
4079d44c 3ff7a520 c0b0848a 
408ea346 40398991 c0912982 
40a8f932 407e4d9d c036c4cc 
40c10c54 40985f03 bf80fc76 
40ba79ea 40a99006 3f02e6f6 
40add984 40b82fc4 3fb0f1ad 
40bc2e75 40b76087 40314edf 
40f5fb9e 40baafde 408f2194 
410a6086 40c26621 40a225ca 
40f85f84 40d46179 40a9989c 
40d680b4 40f185fa 40bb245c 
40c51d6a 410f5166 40c08f40 
40c13879 411e81d7 40b15c5c 
40e11a64 411f7369 40961ead 
410ee4e0 411c629c 4072ec0b 
411e6816 41164c0c 4077853e 
4128af9f 410ec949 408db561 
4130978c 410d483e 40861a18 
411f1a82 4125e902 40626f4a 
4102d357 414821f4 403d835b 
40d8a262 4156ee73 401bcf76 
40bf2f51 4153cbdf 401c89da 
40b74319 4144148b 40408f40 
408ba4de 412f2d30 405098bc 
3fc94bee 411c9ba1 404a28a8 
bfb4423d 4109ab0a 4034df33 
c0818841 40dce211 4013fbc4 
c0d0618e 409a3992 3ffc25cd 
c0f5cf79 403dd931 402ff785 
c0f721eb 3f8abd1b 4082b997 
c0e6ec49 be3bc500 40bc9b98 
c0ce8aac be9c93a9 40f6ac32 
c0b1a107 3f5df385 412248bd 
c0aabb3b 402b9e16 41447394 
c095bf07 4088d027 415eb40b 
c0630c40 40c0a900 416511ba 
c019b8d1 40f65522 415f9783 
bf8491b2 4104730a 4151b2c6 
3ea7b08f 4100d49b 413c4e57 
3f6d3db6 40f08bd3 411ac4c0 
3ede0724 40e1ed4f 40e0f59b 
3f37d292 40c75a13 4097278c 
3fb153c6 4099c788 403ee6f8 
3f870f58 405a9e0d 3fe64e1a 
3f933036 4016b92f 3fc47cc6 
3fe22a9f 3fb68508 400258b7 
401e809d 3efbc3b3 403f4911 
404a884d beb67b38 4087f98f 
4029b87d bfb00b24 40b543c1 
403d128a c00835a5 40db0648 
4067d198 bfe18da9 40fbf4c0 
4086a0fc bf264597 41082f84 
40aa0832 3f539ad2 4120dbed 
40a3847f 401bece4 4135a190 
408e1507 40800870 4142811c 
4082a732 40aac9f2 41434c0d 
40940808 40d3414e 4143c4d6 
4089fb5c 410ceff4 4125a280 
3f92c44d 4154570d 40ce9f85 
3fa6c51f 4191d1cf 408737d0 
40c3ed4e 419c7105 40a1c898 
4126148a 419394c3 4076f973 
41395129 41854691 40320943 
412b4705 4177d00b 3fce86ff 
4116cc30 416a8bf2 3ee9d49f 
4108c51e 4156d727 be0024a4 
40f0287f 41383c07 be6ad3ae 
40ca95cb 410fc19a 3ec6588f 
4095e8b8 40c2067c 4000c40d 
4025b4e4 402744a6 40838ef5 
3f7e7266 bf65c4c3 40d1adde 
3f574894 c0657b2f 4107b92e 
3f8e7994 c0b26053 412a4759 
3f0a561a c0d8961f 41498a78 
bf25157b c0d68949 4160364f 
bfa1230d c0b03c31 41771da0 
bf97bab2 c0686e8e 41891af4 
bf3e119a bf9d97a0 418965c1 
bc4e028f 3f7f058d 417518c3 
3f5703e9 40365b56 414f7cdc 
3ff42383 408eccf7 4123d397 
406033dc 40c87556 40fe1534 
408a53a6 41004b44 40be451a 
40a74c02 411fa6ea 4087b3aa 
40da15f0 41331f9e 403be9ca 
40eabc62 412e09f4 4017c20d 
40ebe8d0 41251441 40210cfa 
40d68bbd 4115ddaf 40505de0 
40b0c0a0 40fcc2c3 40912360 
4080adfb 40bc24a6 40c046e7 
401c6028 4072cc29 40eb1e7b 
3fc36a18 400cdd8f 4100595e 
3f726040 3f6c0d9a 41088adf 
3f3d4d66 3e37048f 4114e698 
3eb01ec3 bdfac4a4 4121230d 
3e196f3d 3e2c983d 412ba882 
3ef5673d 3f5f410f 4132e736 
3f866d7b 40090feb 412cd1e0 
3fd847a4 40815e8f 411fabd1 
404f5775 40bd8ab6 4117aac1 
409cbe94 40eef37b 410c62ef 
40c4070e 410edff9 40f9fa4f 
40d665b9 41262dae 40dc7d84 
40dbdce0 413811b9 40c1a328 
40e1eadb 41426d7d 40ad94d9 
40e6b655 4145f402 40a46894 
40de1989 4142bb5b 40a87fcc 
40bd7fad 4139a839 40b652c1 
408f5daa 412a5e09 40cda1b0 
4028fe1a 41122b05 40f00763 
3f60f0b3 40e927b8 410a5095 
bf474dcf 40a75bf3 411e3e65 
c01ea7da 4042067c 412c4b99 
c0544197 3f842f98 413cbcb4 
c0683626 bedf7bec 41473ace 
c069afd5 bfad83ae 41523d57 
c04e1b16 bfb0f694 415dad03 
c020e349 bf5b6240 4168bbcf 
bfe2d64c be2e6f1f 416a668b 
bfa41184 3f20550a 4162caa5 
bf752292 3fc76656 415058f8 
bf2d83ae 4022f77a 4138e717 
3e165e71 404c903c 41218971 
3fcc92af 4088bb4e 4108ce50 
402568dd 40b7691d 40d45b57 
40592bb9 40ee2b9a 409ff7d8 
4094a016 411208af 4060ae7c 
40c0559e 41292cb3 4001cf60 
40ec7fa4 413d227b 3f997425 
4106c662 4152963e 3eccc8a4 
41115f76 414ffd9d 3f6183da 
4113d213 414701c8 3f6bbf1f 
410d254c 413f5cb0 3fa3212c 
40fb7538 41322a5e 3fe2a53f 
40ca6d53 411f8ab5 400c4a69 
40979101 410a9a28 40251093 
40406f5e 40d5fd7e 407c942a 
3f446e0f 408bdad2 4084594a 
bf74fb54 3f763f0f 40f2ed45 
bfd96909 bfc7e0f6 40ffc74c 
bf697c54 c04b6507 411c5659 
bf54c11f c08232b4 41282e40 
bfb1bfaf c07dc92d 4138f7a5 
bf7ed480 c03f41b6 41495039 
bea2a1a4 bfa01a2e 414dbc0d 
3f86caad 3f9046a6 41452ae7 
401a958a 405b7853 412bcb75 
404300a3 40b6d10f 4102c5da 
406f76b1 40fa8754 409b9bf5 
408fd5d6 4117af0c 3f905f2d 
409cf34f 412a88f4 c0457206 
40aac15c 41379dd7 c0eca955 
40b3296e 413e5297 c130ca6f 
40b8272e 413ff2e7 c1631d6b 
40b5f31b 413fdeac c17c61e3 
40a698fa 413ce2b7 c173ca9b 
408fb868 412bf215 c14a4fe5 
40473f18 410e4577 c1181436 
3f84f8b3 40c2873d c0ec9f86 
bebc3ab8 404e671d c0cb8001 
bf902938 3f74859c c0d52820 
bfa85c3c be7850cd c0fb094f 
bf8e3eb8 be2ebd9a c11c087b 
be25d9ae 3f00cb69 c13b0ee7 
3f7d86f6 3fa23f8a c1484cdf 
3fe88bfc 402b6821 c145b6b2 
402cae50 408643ca c1376a57 
40738b74 40b42c2b c11ba0dd 
40985b55 40e1cfe1 c0f7db14 
40b095b5 410600f5 c0b3deea 
40d718c2 41199c00 c066eb0f 
41004486 412836d6 bfd91f76 
410bef0e 412d4835 3c8d04cd 
410a021a 412c67ce 3fb41131 
40fc91b6 4123ed57 402167b8 
40e6b16d 411c4668 40887b8b 
40cae6b9 4117476d 40a9b87d 
40c13257 4100366c 40b66178 
40b642d0 40c29868 40c79141 
403a7c5d 40724ca1 40cda424 
be1fdf52 3fb382f2 40c8a3ef 
c0170f05 bf4c357d 40c64143 
c098e0ff c020a5f9 40b90796 
c0daa081 c01dc3c5 40c2e957 
c0f3d020 bfa35c08 40e62f72 
c0e3e412 3ebc3ab8 41109e54 
c0adc4ac 402506c4 4128b2b0 
c02df47f 4094f99a 41308216 
3d11ec7b 40c94f9c 41306b67 
401bb6ef 41015423 412ba1c4 
40976889 41212581 4122fd9c 
40b93147 4143e903 41185bf2 
40ae5424 4164f897 41073ae0 
40a8a0e8 4177ccfa 40e6dd92 
40d072b9 417822d1 40c2b362 
4100fbd9 416c0815 409998ef 
410998a5 4158d4a9 407756a5 
4103fd52 4144d029 40667f26 
40dd2e18 41320e2a 4060f80f 
40a3783c 411f2006 4074ef11 
40363419 4105d7e1 4095bb59 
3eacbf7b 40cecf58 40a9bc2b 
bfb88326 4089ea31 40b979a0 
c0287c1e 3fa7e19c 40cef422 
c0257a08 c00f5166 40efe647 
bfeb2bf8 c0a7e7be 4108da93 
bf72cc29 c0e35847 410e98d9 
befa9d66 c0f55d6e 4117e59d 
3d75dcf6 c0e7d8f4 412e015f 
3ed74894 c0caef4f 41442e4c 
3f13d6fb c099f894 4146f3ae 
3f38a094 c03a1f2c 41372648 
3f959f25 bf5facf8 41228ea2 
3fd37394 3fcf7c3f 41085d80 
3fd4467f 40a1c624 40d8e0ec 
3f1b949a 410f11a3 40b35f62 
3f8b4b5a 414089bb 40ab35db 
409b539c 4150f2dd 408a7fcb 
41141eb7 414f17b1 40411623 
41422834 414ec315 4037a185 
41514ed5 4156a309 405c7762 
414b0e94 4157f752 408baaff 
4138dd48 414d447e 40a57c7c 
411f85ce 41381b88 40a1ad9e 
41053d5f 4116fac9 40935639 
40c63500 40cf153d 408c2e35 
40602ef4 4052af61 408f8eb6 
3f96720f be28ea7b 409b1164 
3f1df4d2 c072ce9d 4095e297 
3f3933bb c0d4e101 409a5be8 
3f15f288 c0f16eae 40c7043c 
3fa978ba c0df6fa8 40f25b58 
404ae7f3 c0b7c9fc 4103226f 
40989010 c075c957 411834b5 
40d79228 bfcd0868 412aa3ee 
411252df 3f03bec8 412c0169 
41318399 40313b40 41217b57 
41134338 40c77299 4124d16c 
40a96655 412b9e16 41270ba1 
408e1c63 415db3c1 41183a3a 
40ec2eb5 4152ca5c 40de891f 
